,elections_year,region,commission_name,voters_number,ballots_number_received,issued_ballots_number_early,issued_ballots_number_voting_day_incide,issued_ballots_number_voting_day_outside,ballots_number_extinguished,ballots_number_portable_boxes,ballots_number_stationary_boxes,ballots_number_invalid,ballots_number_valid,ballots_number_absentee_received,ballots_number_absentee_issued_at_polling_station,voters_number_voted_on_absentee_ballots,number_absentee_ballots_unused,ballots_number_absentee_issued_to_tik_voters,number_absentee_ballots_lost,ballots_number_lost,ballots_number_not_counted,zhirinovsky_vladimir_volfovich_number,zhirinovsky_vladimir_volfovich_percent,zyuganov_gennady_andreevich_number,zyuganov_gennady_andreevich_percent,mironov_sergey_mikhailovich_number,mironov_sergey_mikhailovich_percent,prokhorov_mikhail_dmitrievich_number,prokhorov_mikhail_dmitrievich_percent,putin_vladimir_vladimirovich_number,putin_vladimir_vladimirovich_percent,link
1809,2012-03-04,Ханты-Мансийский автономный округ - Югра,Мегионская городская,42339,38200,0,22858,518,14824,518,22853,345,23026,579,546,459,33,71,0,0,0,2006,8.58,4660,19.94,814,3.48,1165,4.98,14381,61.53,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1810,2012-03-04,Ханты-Мансийский автономный округ - Югра,Нефтеюганская,34351,32312,11713,17270,368,2961,12081,17270,213,29138,1153,1131,2253,22,46,0,0,0,644,2.19,1336,4.55,297,1.01,346,1.18,26515,90.34,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1811,2012-03-04,Ханты-Мансийский автономный округ - Югра,Нефтеюганская городская,75970,70626,0,47056,2566,21004,2566,47015,676,48905,1799,1797,1035,2,1201,0,0,0,3710,7.48,6730,13.57,1957,3.95,3979,8.03,32529,65.61,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1812,2012-03-04,Ханты-Мансийский автономный округ - Югра,Нижневартовская,22086,18929,2472,13256,296,2905,2768,13256,209,15815,658,528,901,130,127,0,0,0,1248,7.79,1972,12.31,579,3.61,850,5.3,11166,69.68,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1813,2012-03-04,Ханты-Мансийский автономный округ - Югра,Нижневартовская городская,175277,170400,0,103640,1647,65113,1646,103590,1484,103752,2222,1955,2239,267,1471,0,0,0,8586,8.16,15216,14.46,3882,3.69,8362,7.95,67706,64.34,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1814,2012-03-04,Ханты-Мансийский автономный округ - Югра,Няганская городская,45213,39200,0,24763,1463,12974,1463,24761,313,25911,548,452,347,96,47,0,0,0,1993,7.6,4181,15.94,850,3.24,1961,7.48,16926,64.54,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1815,2012-03-04,Ханты-Мансийский автономный округ - Югра,Октябрьская,25794,25675,595,16666,548,7866,1143,16666,183,17626,585,537,752,48,15,0,0,0,1565,8.79,2601,14.6,659,3.7,1265,7.1,11536,64.78,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1816,2012-03-04,Ханты-Мансийский автономный округ - Югра,Покачевская городская,10724,11666,0,8200,105,3361,105,8200,144,8161,315,219,450,96,125,0,0,0,757,9.11,1434,17.27,219,2.64,398,4.79,5353,64.46,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1817,2012-03-04,Ханты-Мансийский автономный округ - Югра,Пыть-Яхская городская,29528,30793,0,17708,926,12159,926,17705,241,18390,738,735,342,3,262,0,0,0,1800,9.66,3187,17.11,605,3.25,1136,6.1,11662,62.59,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1818,2012-03-04,Ханты-Мансийский автономный округ - Югра,Радужнинская городская,29721,27840,0,18965,212,8663,212,18961,303,18870,672,580,363,92,117,0,0,0,1802,9.4,4043,21.09,554,2.89,1260,6.57,11211,58.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1819,2012-03-04,Ханты-Мансийский автономный округ - Югра,Советская,39024,34895,1992,22641,871,9391,2863,22638,293,25208,540,414,358,126,49,0,0,0,2215,8.69,3102,12.16,930,3.65,1501,5.89,17460,68.47,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1820,2012-03-04,Ханты-Мансийский автономный округ - Югра,Сургутская,85822,80186,2980,50851,431,25924,3411,50832,673,53570,2733,1961,2687,772,264,0,0,0,5418,9.99,7900,14.56,1424,2.63,3052,5.63,35776,65.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1821,2012-03-04,Ханты-Мансийский автономный округ - Югра,Сургутская городская,243886,223400,0,138362,1830,83207,1830,138325,1529,138626,4893,4665,3383,228,413,0,1,0,11996,8.56,19207,13.7,5042,3.6,13679,9.76,88702,63.29,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1822,2012-03-04,Ханты-Мансийский автономный округ - Югра,Урайская городская,28982,28500,0,20952,710,6838,710,20950,351,21309,930,737,404,193,100,0,0,0,1939,8.95,3158,14.58,675,3.12,1571,7.25,13966,64.48,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1823,2012-03-04,Ханты-Мансийский автономный округ - Югра,Ханты-Мансийская,12126,12441,1184,8138,386,2733,1570,8135,166,9539,580,285,263,295,20,0,0,0,884,9.11,999,10.29,283,2.92,479,4.94,6894,71.04,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1824,2012-03-04,Ханты-Мансийский автономный округ - Югра,Ханты-Мансийская городская,49487,41350,0,29209,1033,11108,1033,29178,464,29747,2016,1142,1731,874,534,0,0,0,2202,7.29,3497,11.58,1198,3.97,2946,9.75,19904,65.88,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1825,2012-03-04,Ханты-Мансийский автономный округ - Югра,Югорская городская,23636,22391,0,17164,501,4726,501,17162,164,17499,570,408,327,162,99,0,0,0,1230,6.96,2401,13.59,600,3.4,1484,8.4,11784,66.72,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793906&vrn=100100031793505&prver=0&pronetvd=null&region=86&sub_region=86&type=0&report_mode=null
1826,2012-03-04,Амурская область,Архаринская,14096,14410,0,7155,1277,5978,1277,7155,89,8343,196,123,91,73,4,0,0,0,801,9.5,1184,14.04,269,3.19,324,3.84,5765,68.37,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1827,2012-03-04,Амурская область,Белогорская,15381,14285,0,8444,457,5384,457,8444,129,8772,306,133,141,173,4,0,0,0,833,9.36,1451,16.3,204,2.29,301,3.38,5983,67.22,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1828,2012-03-04,Амурская область,Белогорская городская,53389,38550,0,31022,1062,6466,1062,31016,321,31757,725,569,542,156,21,0,0,0,3279,10.22,5348,16.67,1159,3.61,1648,5.14,20323,63.35,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1829,2012-03-04,Амурская область,Благовещенская,15501,12302,0,8265,546,3491,546,8257,89,8714,383,171,165,212,14,0,0,0,855,9.71,1213,13.78,276,3.14,545,6.19,5825,66.17,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1830,2012-03-04,Амурская область,Благовещенская городская,177461,144499,0,98775,2704,43020,2702,98733,1263,100172,5316,2639,2668,2677,173,0,0,0,10783,10.63,18905,18.64,3965,3.91,9274,9.14,57245,56.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1831,2012-03-04,Амурская область,Бурейская,20233,20590,0,10758,760,9072,760,10757,149,11368,289,224,197,65,9,0,0,0,1222,10.61,2123,18.43,429,3.72,578,5.02,7016,60.92,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1832,2012-03-04,Амурская область,Завитинская,13740,14044,0,7218,447,6379,447,7217,94,7570,218,136,82,82,21,0,0,0,627,8.18,1637,21.36,260,3.39,286,3.73,4760,62.11,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1833,2012-03-04,Амурская область,Зейская,15321,14320,234,8424,782,4880,1015,8422,110,9327,344,267,422,77,5,0,0,0,1127,11.94,1409,14.93,283,2.99,319,3.38,6189,65.58,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1834,2012-03-04,Амурская область,Зейская городская,20260,20100,0,10688,954,8458,954,10686,138,11502,320,237,95,83,42,0,0,0,1169,10.04,2195,18.86,523,4.49,663,5.7,6952,59.73,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1835,2012-03-04,Амурская область,Ивановская,20206,20720,0,11407,768,8545,768,11404,124,12048,255,163,115,92,7,0,0,0,1115,9.16,2057,16.9,307,2.52,403,3.31,8166,67.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1836,2012-03-04,Амурская область,Константиновская,10857,10888,0,6317,314,4257,314,6316,83,6547,238,140,85,98,11,0,0,0,454,6.85,958,14.45,178,2.68,313,4.72,4644,70.05,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1837,2012-03-04,Амурская область,Магдагачинская,19320,18800,119,9983,1003,7695,1122,9983,148,10957,250,182,359,68,23,0,0,0,1207,10.87,1795,16.16,388,3.49,443,3.99,7124,64.15,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1838,2012-03-04,Амурская область,Мазановская,10802,10932,37,5929,629,4337,666,5929,98,6497,191,117,88,74,9,0,0,0,521,7.9,882,13.37,215,3.26,242,3.67,4637,70.31,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1839,2012-03-04,Амурская область,Михайловская,11900,12086,0,7156,696,4234,696,7156,83,7769,180,144,100,36,12,0,0,0,677,8.62,1685,21.46,175,2.23,277,3.53,4955,63.1,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1840,2012-03-04,Амурская область,Октябрьская,16439,16440,0,10089,831,5520,830,10088,89,10829,324,297,148,27,12,0,0,0,1023,9.37,1546,14.16,288,2.64,372,3.41,7600,69.61,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1841,2012-03-04,Амурская область,Райчихинская городская,18319,17130,0,9045,695,7390,695,9045,118,9622,273,207,149,66,22,0,0,0,1135,11.65,2385,24.49,429,4.4,550,5.65,5123,52.6,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1842,2012-03-04,Амурская область,Ромненская,7981,8230,0,5131,420,2679,420,5131,63,5488,144,114,59,30,1,0,0,0,453,8.16,719,12.95,153,2.76,186,3.35,3977,71.64,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1843,2012-03-04,Амурская область,Свободненская,10127,10556,19,6796,675,3066,694,6796,78,7412,279,198,140,81,11,0,0,0,564,7.53,1026,13.7,212,2.83,291,3.89,5319,71.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1844,2012-03-04,Амурская область,Свободненская городская,43550,43100,0,24826,2183,16091,2183,24661,299,26545,426,276,222,150,48,0,0,0,2380,8.87,4850,18.07,1010,3.76,1593,5.93,16712,62.26,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1845,2012-03-04,Амурская область,Селемджинская,10562,8647,286,6731,348,1282,634,6731,146,7219,297,228,259,69,3,0,0,0,879,11.93,966,13.12,279,3.79,394,5.35,4701,63.83,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1846,2012-03-04,Амурская область,Серышевская,19965,20429,0,12073,1457,6899,1457,12071,123,13405,384,245,149,139,16,0,0,0,1471,10.87,2205,16.3,379,2.8,531,3.93,8819,65.19,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1847,2012-03-04,Амурская область,Сковородинская,22638,20950,615,11122,800,8413,1415,11117,144,12388,302,216,165,86,18,0,0,0,1494,11.92,1921,15.33,400,3.19,491,3.92,8082,64.49,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1848,2012-03-04,Амурская область,Тамбовская,18702,18662,0,11477,618,6567,618,11476,144,11950,254,176,259,78,7,0,0,0,1077,8.91,1806,14.93,288,2.38,378,3.13,8401,69.46,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1849,2012-03-04,Амурская область,Тындинская,12099,11732,549,8140,726,2317,1275,8138,72,9341,481,477,146,4,59,0,0,0,850,9.03,913,9.7,230,2.44,410,4.36,6938,73.71,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1850,2012-03-04,Амурская область,Тындинская городская,27531,25240,0,16592,372,8276,372,16592,169,16795,363,200,204,163,34,0,0,0,1495,8.81,2550,15.03,497,2.93,1172,6.91,11081,65.32,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1851,2012-03-04,Амурская область,Углегорская поселковая,3253,3000,0,2398,48,554,48,2398,54,2392,120,107,57,13,20,0,0,0,255,10.43,243,9.93,75,3.07,164,6.7,1655,67.66,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1852,2012-03-04,Амурская область,Шимановская,4912,5340,79,3355,445,1461,524,3354,78,3800,480,452,175,28,20,0,0,0,309,7.97,392,10.11,112,2.89,119,3.07,2868,73.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1853,2012-03-04,Амурская область,Шимановская городская,15669,16191,0,8815,1293,6083,1293,8813,114,9992,321,303,166,18,79,0,0,0,976,9.66,1555,15.39,418,4.14,514,5.09,6529,64.61,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1854,2012-03-04,Амурская область,(пгт) Прогресс,12106,12245,0,6321,254,5670,254,6320,99,6475,158,113,50,45,14,0,0,0,686,10.44,1514,23.03,193,2.94,289,4.4,3793,57.7,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793917&vrn=100100031793505&prver=0&pronetvd=null&region=28&sub_region=28&type=0&report_mode=null
1855,2012-03-04,Республика Ингушетия,Джейрахская,2505,2516,242,2085,109,80,351,2085,4,2432,100,12,8,88,0,0,0,0,12,0.49,61,2.5,19,0.78,24,0.99,2316,95.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793876&vrn=100100031793505&prver=0&pronetvd=null&region=6&sub_region=6&type=0&report_mode=null
1856,2012-03-04,Республика Ингушетия,Карабулакская городская,12684,11876,0,10522,312,1042,312,10522,114,10720,100,32,26,68,0,0,0,0,160,1.48,418,3.86,117,1.08,149,1.38,9876,91.16,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793876&vrn=100100031793505&prver=0&pronetvd=null&region=6&sub_region=6&type=0&report_mode=null
1857,2012-03-04,Республика Ингушетия,Магасская городская,1022,1027,0,942,69,16,69,942,3,1008,99,22,44,77,1,0,0,0,4,0.4,17,1.68,4,0.4,5,0.49,978,96.74,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793876&vrn=100100031793505&prver=0&pronetvd=null&region=6&sub_region=6&type=0&report_mode=null
1858,2012-03-04,Республика Ингушетия,Малгобекская,28772,28765,0,23100,1022,4643,1022,23100,5,24117,194,31,1,163,6,0,0,0,521,2.16,943,3.91,306,1.27,152,0.63,22195,92.01,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793876&vrn=100100031793505&prver=0&pronetvd=null&region=6&sub_region=6&type=0&report_mode=null
1859,2012-03-04,Республика Ингушетия,Малгобекская городская,21426,21428,0,18095,94,3239,94,18095,81,18108,190,34,19,156,0,0,0,0,359,1.97,603,3.32,121,0.67,199,1.09,16826,92.51,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793876&vrn=100100031793505&prver=0&pronetvd=null&region=6&sub_region=6&type=0&report_mode=null
1860,2012-03-04,Республика Ингушетия,Назрановская,48561,48752,0,43567,323,4862,323,43567,29,43861,183,76,19,107,12,0,0,0,244,0.56,2270,5.17,695,1.58,673,1.53,39979,91.09,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793876&vrn=100100031793505&prver=0&pronetvd=null&region=6&sub_region=6&type=0&report_mode=null
1861,2012-03-04,Республика Ингушетия,Назрановская городская,40467,40453,0,33610,651,6192,651,33610,144,34117,197,107,59,90,3,0,0,0,611,1.78,1116,3.26,286,0.83,598,1.75,31506,91.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793876&vrn=100100031793505&prver=0&pronetvd=null&region=6&sub_region=6&type=0&report_mode=null
1862,2012-03-04,Республика Ингушетия,Сунженская,37430,36980,586,30479,955,4960,1541,30479,48,31972,198,62,61,136,2,0,0,0,33,0.1,1994,6.23,213,0.67,134,0.42,29598,92.44,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793876&vrn=100100031793505&prver=0&pronetvd=null&region=6&sub_region=6&type=0&report_mode=null
1863,2012-03-04,Ненецкий автономный округ,Нарьян-Марская,17203,13100,0,10940,282,1878,282,10936,187,11031,210,76,64,134,7,0,0,0,896,7.99,2019,17.99,698,6.22,1375,12.26,6043,53.87,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793892&vrn=100100031793505&prver=0&pronetvd=null&region=83&sub_region=83&type=0&report_mode=null
1864,2012-03-04,Ненецкий автономный округ,Заполярного района,20231,17875,3914,8075,188,5698,4102,8072,117,12057,243,72,264,171,6,0,0,0,1218,10.0,2021,16.6,541,4.44,974,8.0,7303,59.99,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793892&vrn=100100031793505&prver=0&pronetvd=null&region=83&sub_region=83&type=0&report_mode=null
1865,2012-03-04,Саратовская область,Александрово-Гайская,12184,12985,0,7831,1817,3337,1817,7831,52,9596,566,558,196,8,24,0,0,0,228,2.36,1182,12.25,255,2.64,227,2.35,7704,79.85,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1866,2012-03-04,Саратовская область,Аркадакская,20699,21195,0,11718,3799,5678,3799,11718,131,15386,435,377,130,58,53,0,0,0,791,5.1,1771,11.41,422,2.72,287,1.85,12115,78.08,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1867,2012-03-04,Саратовская область,Аткарская,32375,33594,0,16397,3952,13245,3952,16397,228,20121,1239,1236,454,3,86,0,0,0,1373,6.75,3533,17.36,788,3.87,779,3.83,13648,67.07,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1868,2012-03-04,Саратовская область,Базарно-Карабулакская,25070,26290,0,19671,3649,2970,3649,19632,159,23122,1131,1131,188,0,19,0,0,0,678,2.91,2292,9.84,326,1.4,282,1.21,19544,83.95,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1869,2012-03-04,Саратовская область,Балаковская,174250,173441,0,102588,4806,66042,4806,102490,1374,105922,3983,3771,4567,212,1510,0,5,0,7332,6.83,23444,21.85,4822,4.49,7246,6.75,63078,58.79,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1870,2012-03-04,Саратовская область,Балашовская,90826,90880,0,48354,6578,35948,6577,48353,1175,53755,1816,1691,1714,125,382,0,1,1,3820,6.95,10575,19.25,2031,3.7,2667,4.86,34662,63.1,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1871,2012-03-04,Саратовская область,Балтайская,9674,9974,0,6125,1616,2233,1616,6125,60,7681,276,263,75,13,24,0,0,0,274,3.54,1172,15.14,157,2.03,173,2.23,5905,76.28,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1872,2012-03-04,Саратовская область,Вольская,70796,73890,0,42700,10853,20303,10853,42700,353,53200,1845,1445,1170,400,69,0,34,0,2992,5.59,7298,13.63,1636,3.05,2004,3.74,39270,73.33,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1873,2012-03-04,Саратовская область,Воскресенская,9057,9450,0,4880,1019,3551,1019,4880,63,5836,314,311,123,3,6,0,0,0,413,7.0,1032,17.49,194,3.29,351,5.95,3846,65.2,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1874,2012-03-04,Саратовская область,Дергачевская,19135,19508,0,9944,5231,4333,5231,9944,109,15066,348,311,78,37,24,0,0,0,507,3.34,2141,14.11,297,1.96,291,1.92,11830,77.96,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1875,2012-03-04,Саратовская область,Духовницкая,11254,11600,0,6383,1148,4069,1148,6383,76,7455,474,448,102,26,26,0,0,0,475,6.31,1161,15.42,363,4.82,272,3.61,5184,68.84,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1876,2012-03-04,Саратовская область,Екатериновская,15417,15912,0,8651,1528,5733,1528,8649,60,10117,361,332,105,29,23,0,0,0,639,6.28,1639,16.1,333,3.27,357,3.51,7149,70.25,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1877,2012-03-04,Саратовская область,Ершовская,33827,37790,0,19218,3395,15177,3395,19218,174,22439,969,958,223,11,27,0,0,0,1731,7.65,4731,20.92,829,3.67,766,3.39,14382,63.6,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
1878,2012-03-04,Саратовская область,Ивантеевская,12292,12810,0,7151,1865,3794,1865,7143,66,8942,277,235,94,42,23,0,0,0,584,6.48,1439,15.97,240,2.66,294,3.26,6385,70.88,http://www.vybory.izbirkom.ru/region/izbirkom?action=show&root=1&tvd=100100031793904&vrn=100100031793505&prver=0&pronetvd=null&region=64&sub_region=64&type=0&report_mode=null
